name,personal_number,no_ktp,passport_id,bod,process
Rina Anggraini,EMP-2025-1702,3343220406779323,MS1985905,1977-06-04,
Hadi Rahayu,EMP-2025-7041,3564712702820973,PK345922,1982-02-27,1
Putri Saputri,EMP-2025-1878,3683781806050024,PTR859272,2005-06-18,0
Yani Simatupang,EMP-2025-4531,3388512809723574,OQ8012177,1972-09-28,1
Devi Saputri,EMP-2025-3303,7385672906857265,FJ4942417,1985-06-29,1
Rina Kurniawan,EMP-2025-4706,7538272611971810,HE4704322,1997-11-26,1
Yani Wulandari,EMP-2025-7179,7335212911033614,AG395612,2003-11-29,1
Indra Fitriani,EMP-2025-6615,3335852502075083,BY2287656,2007-02-25,0
Andi Hermawan,EMP-2025-5364,7468011103740321,OAF774621,1974-03-11,
Eko Wijaya,EMP-2025-7731,7673460806696225,XI375445,1969-06-08,
Ahmad Fitriani,EMP-2025-7653,3430530110643359,NTC72230,1964-10-01,
Rina Saputra,EMP-2025-1532,7316360403013426,YPC75670,2001-03-04,0
Gina Pertiwi,EMP-2025-1640,3263280510975419,NF069751,1997-10-05,
Nia Handayani,EMP-2025-3838,3286360202782820,TF1204607,1978-02-02,
Oki Rahayu,EMP-2025-7762,3688561608741037,AJN17211,1974-08-16,0
Andi Nurhaliza,EMP-2025-9737,3692670506907423,YL222770,1990-06-05,1
Oki Lestari,EMP-2025-0882,7560120103712078,TN5367801,1971-03-01,0
Ika Lestari,EMP-2025-8832,3507662106673957,IN258048,1967-06-21,0
Budi Dewi,EMP-2025-6917,3367190107001171,TI6930006,2000-07-01,
Joko Handayani,EMP-2025-1329,3211421208759599,RM4860690,1975-08-12,1
Sari Wulandari,EMP-2025-4787,7387151201064750,EOD25718,2006-01-12,
Rina Wulandari,EMP-2025-8310,3241491811020662,MBB83607,2002-11-18,0
Kurnia Rahayu,EMP-2025-6767,7349730511713864,UN303157,1971-11-05,0
Indra Wijaya,EMP-2025-6721,7407532106793939,QUA108982,1979-06-21,
Eko Utomo,EMP-2025-2908,7595011404844238,MYN71632,1984-04-14,
Gina Nurhaliza,EMP-2025-8548,7380871804872800,KEG71784,1987-04-18,1
Lina Nurhaliza,EMP-2025-6388,3360062710954778,JT804263,1995-10-27,0
Rina Simatupang,EMP-2025-5042,3286111912026182,UWN773551,2002-12-19,
Mira Simatupang,EMP-2025-0616,3460790305665570,RBW229815,1966-05-03,
Prima Hermawan,EMP-2025-1675,3351942009802317,CP775615,1980-09-20,0
Erna Budiman,EMP-2025-3699,7428182302975293,WW9965733,1997-02-23,
Zaki Simatupang,EMP-2025-3029,7371932607610175,VZ5345850,1961-07-26,1
Eko Lestari,EMP-2025-1962,7434940604869767,XWR37103,1986-04-06,0
Nia Suryanto,EMP-2025-4789,7582992007861784,GN857417,1986-07-20,
Yani Pertiwi,EMP-2025-4506,7519101105827394,IBG682547,1982-05-11,0
Yani Setiawan,EMP-2025-7134,6131641804967024,NC4899808,1996-04-18,1
Candra Anggraini,EMP-2025-2524,7612980604636329,BYF723045,1963-04-06,0
Dian Nugroho,EMP-2025-2337,7481632411989198,ZV702805,1998-11-24,0
Devi Wulandari,EMP-2025-8661,6139310708039016,KF611360,2003-08-07,1
Prima Maharani,EMP-2025-4682,7675911908664741,YS951776,1966-08-19,
Sari Santoso,EMP-2025-9907,7649852905879056,CND56515,1987-05-29,
Budi Saputra,EMP-2025-3120,3673800504782870,EU2194594,1978-04-05,1
Yani Pertiwi,EMP-2025-6844,3451821805717491,QE3975266,1971-05-18,0
Andi Anggraini,EMP-2025-0051,7518852105624665,YXD954087,1962-05-21,1
Maya Lestari,EMP-2025-9022,7587190710994359,OIQ044661,1999-10-07,
Kiki Purnomo,EMP-2025-4376,6174440708714128,OGU82888,1971-08-07,0
Vina Kurniawan,EMP-2025-9837,3201860212067115,XKZ875068,2006-12-02,0
Bayu Pertiwi,EMP-2025-1313,3209490211654576,QBT478589,1965-11-02,0
Bayu Hermawan,EMP-2025-4426,3294480608804585,XL309877,1980-08-06,0
Indra Hermawan,EMP-2025-1509,7618452407629101,SVX959070,1962-07-24,
Fitri Gunawan,EMP-2025-7437,3609251408783321,CD392944,1978-08-14,0
Wati Setiawan,EMP-2025-9879,3522870812691288,AC256145,1969-12-08,0
Candra Hidayat,EMP-2025-4862,3528582606678933,GBY08208,1967-06-26,1
Kiki Pertiwi,EMP-2025-1665,3231581303794099,MCD74590,1979-03-13,0
Candra Dewi,EMP-2025-3169,7476690603771677,NZE74762,1977-03-06,0
Candra Setiawan,EMP-2025-8905,7532151701072904,KIO90757,2007-01-17,
Oki Pertiwi,EMP-2025-8135,3359621804666598,XN8073161,1966-04-18,1
Lina Sari,EMP-2025-5998,6187211907686445,UO964106,1968-07-19,
Ika Susanto,EMP-2025-9735,3442730707967483,ON265789,1996-07-07,0
Wati Gunawan,EMP-2025-7097,6105780706818885,NHD86500,1981-06-07,
Omar Gunawan,EMP-2025-1502,7565591101647232,YGO31760,1964-01-11,1
Lestari Wati,EMP-2025-8109,7310790607667560,JDQ57183,1966-07-06,1
Zaki Setiawan,EMP-2025-0011,3283691405898592,QRU02083,1989-05-14,
Maya Utomo,EMP-2025-0628,7643881310019326,RE7332935,2001-10-13,1
Uci Kusuma,EMP-2025-8728,7638241012822181,UVF595142,1982-12-10,
Hana Wijaya,EMP-2025-6375,6193621010765626,ZE8257329,1976-10-10,
Tono Pertiwi,EMP-2025-8503,7348471202638023,YYO677220,1963-02-12,
Tono Sari,EMP-2025-7885,3387660207671855,EFV52082,1967-07-02,1
Citra Santoso,EMP-2025-1757,3659141702905371,SJ8485248,1990-02-17,
Ika Nugroho,EMP-2025-1428,3620900908704645,UE691540,1970-08-09,1
Dian Saputra,EMP-2025-8426,3235471606723851,KXY49854,1972-06-16,1
Omar Nurhaliza,EMP-2025-5536,3639222003738073,ZXH74387,1973-03-20,0
Putri Utomo,EMP-2025-7015,7517391806711360,AYA083262,1971-06-18,
Indra Suryanto,EMP-2025-0092,3342411001673414,IAF51138,1967-01-10,1
Kiki Fitriani,EMP-2025-8186,7376803010042361,KX724718,2004-10-30,1
Ahmad Susanto,EMP-2025-8903,3627093005802833,TE1686660,1980-05-30,0
Wati Purnomo,EMP-2025-2624,7532541005848021,SM5747611,1984-05-10,1
Kurnia Rahman,EMP-2025-4353,6134962505939209,DEO365764,1993-05-25,
Budi Simatupang,EMP-2025-1982,3351071002777202,ELF77969,1977-02-10,0
Putri Lestari,EMP-2025-2805,3420740901806750,TU6252167,1980-01-09,
Qori Anggraini,EMP-2025-6847,7527411406884371,MQ282952,1988-06-14,1
Hadi Wati,EMP-2025-7321,7692930704712957,AOL029454,1971-04-07,1
Citra Hidayat,EMP-2025-2141,6118751605073982,AR1377010,2007-05-16,
Citra Wati,EMP-2025-8249,7478880208028498,JFT63259,2002-08-02,0
Lestari Kusuma,EMP-2025-9383,3639311208951344,CBV985907,1995-08-12,
Galih Sari,EMP-2025-4961,7696452112621516,MQ0895906,1962-12-21,
Hadi Wijaya,EMP-2025-2487,3319512702652473,FD471176,1965-02-27,1
Lestari Wati,EMP-2025-0523,7314171001770686,DIT91670,1977-01-10,1
Indra Utomo,EMP-2025-7461,7344270701622931,UCT10053,1962-01-07,1
Ahmad Lestari,EMP-2025-2460,3274861302902206,JAV739780,1990-02-13,0
Tono Nugroho,EMP-2025-8136,7677452504729560,UF124333,1972-04-25,0
Omar Pratama,EMP-2025-0421,3504341607672559,ZY164521,1967-07-16,1
Sari Pratama,EMP-2025-3739,3356552810626756,DH3288662,1962-10-28,0
Putri Hidayat,EMP-2025-8133,3216032505936645,JXI357328,1993-05-25,1
Gina Gunawan,EMP-2025-0045,3318332903027114,BB7500975,2002-03-29,1
Erna Sari,EMP-2025-6944,3698120709042653,ON410797,2004-09-07,0
Andi Kusuma,EMP-2025-4039,7506531406011666,MF9829941,2001-06-14,0
Maya Suryanto,EMP-2025-5717,3504030711992978,LSP01016,1999-11-07,1
Tono Budiman,EMP-2025-7157,3457332401006450,CP8640944,2000-01-24,1
Kurnia Sari,EMP-2025-0829,7604972511661909,PRD07227,1966-11-25,
Galih Fitriani,EMP-2025-0050,7697903012849408,GZB065828,1984-12-30,1
Joko Wati,EMP-2025-3255,7668641811801067,PRV67199,1980-11-18,1
Lestari Fitriani,EMP-2025-4361,3607631411039356,GE426552,2003-11-14,0
Devi Kurniawan,EMP-2025-2706,7658022910664328,WYD458510,1966-10-29,0
Hana Pertiwi,EMP-2025-8942,3281850502841558,GR980408,1984-02-05,
Dian Wulandari,EMP-2025-8956,3685662207631157,XHD483595,1963-07-22,1
Fitri Fitriani,EMP-2025-4252,7402701804761012,KI8115247,1976-04-18,0
Rina Pratama,EMP-2025-9829,7564872701852710,ONM59946,1985-01-27,
Zaki Handayani,EMP-2025-1449,6130922405714238,CLM128653,1971-05-24,0
Rina Gunawan,EMP-2025-4799,7475851407962978,XY835794,1996-07-14,
Ahmad Wulandari,EMP-2025-2506,3620092308000191,CDZ52625,2000-08-23,
Budi Suryanto,EMP-2025-8222,3535691709968728,PW9319560,1996-09-17,0
Vina Kusuma,EMP-2025-9610,3339102101801851,JT9871278,1980-01-21,0
Gina Maharani,EMP-2025-6564,3233423008061547,USX92311,2006-08-30,1
Nita Saputra,EMP-2025-0463,3225900310864483,KBT89057,1986-10-03,
Andi Pertiwi,EMP-2025-7565,7581062601616566,CC481231,1961-01-26,1
Ika Saputri,EMP-2025-6486,3670552502839532,INO359801,1983-02-25,
Kurnia Lestari,EMP-2025-4037,3408880509035920,XBC06085,2003-09-05,1
Ika Nurhaliza,EMP-2025-2061,3554411102836731,NG530065,1983-02-11,
Tono Simatupang,EMP-2025-6166,7633231001654806,RHX44341,1965-01-10,1
Putri Dewi,EMP-2025-8807,6163972607005570,OU791564,2000-07-26,1
Candra Kusuma,EMP-2025-6861,3652492007723020,SBK63909,1972-07-20,0
Lina Hidayat,EMP-2025-7405,3323201503872967,ZMR47631,1987-03-15,
Maya Dewi,EMP-2025-8740,3312482212054116,ZAX159445,2005-12-22,0
Kiki Pratama,EMP-2025-0224,3474771812927276,LZK86411,1992-12-18,0
Lina Nurhaliza,EMP-2025-3736,7533300610035606,IPK438199,2003-10-06,0
Joko Dewi,EMP-2025-5314,3386720509818249,JTY092624,1981-09-05,0
Andi Nugroho,EMP-2025-7332,3315180703782526,UPT66804,1978-03-07,0
Eko Suryanto,EMP-2025-2781,3586382809758017,EV688305,1975-09-28,1
Prima Saputri,EMP-2025-0544,3506333004903185,PUF283230,1990-04-30,0
Jihan Wati,EMP-2025-7769,7509921605967218,NBL226320,1996-05-16,
Qori Dewi,EMP-2025-3563,6189091006039876,SOA25145,2003-06-10,
Ika Hidayat,EMP-2025-8646,7380733012989607,XT3947818,1998-12-30,1
Kurnia Purnomo,EMP-2025-2868,3505121001954140,DFO512519,1995-01-10,0
Indra Setiawan,EMP-2025-8472,7321733108792825,SO1180280,1979-08-31,1
Kurnia Nurhaliza,EMP-2025-8322,7349151711640489,SDO13007,1964-11-17,1
Citra Santoso,EMP-2025-7907,3583110708060777,KTW138587,2006-08-07,0
Zaki Maharani,EMP-2025-0058,3259973101972989,VHI40064,1997-01-31,1
Rina Nugroho,EMP-2025-4901,3310022701966078,SS9043389,1996-01-27,
Erna Lestari,EMP-2025-9203,7406670103626018,LO537543,1962-03-01,0
Eko Anggraini,EMP-2025-9101,7530701409999143,MZ700843,1999-09-14,1
Tono Sari,EMP-2025-0365,7303892001822073,DW495583,1982-01-20,
Nita Kusuma,EMP-2025-1194,3298741711932281,JNZ447612,1993-11-17,0
Qori Saputri,EMP-2025-1506,3370871710734593,YLE645007,1973-10-17,
Yani Purnomo,EMP-2025-5679,6135170404709070,JVB71818,1970-04-04,0
Lina Wulandari,EMP-2025-6543,7603941304651039,YX201828,1965-04-13,0
Jihan Fitriani,EMP-2025-0958,7579420712850083,MQ1240909,1985-12-07,1
Fitri Saputri,EMP-2025-0967,3262090602665758,DJ6881801,1966-02-06,0
Fitri Susanto,EMP-2025-3271,6130570408659331,AB560498,1965-08-04,
Fajar Nugroho,EMP-2025-3720,7640720403904802,UN558412,1990-03-04,0
Lina Sari,EMP-2025-3313,7394122712062315,VCX031764,2006-12-27,1
Maya Anggraini,EMP-2025-4195,3628940802937174,IX542504,1993-02-08,
Ika Saputra,EMP-2025-8248,3592331009878880,OZ839992,1987-09-10,0
Nita Pratama,EMP-2025-4534,6143071310007280,KL333218,2000-10-13,
Budi Utomo,EMP-2025-8084,6199420506700697,SRP001790,1970-06-05,1
Ahmad Susanto,EMP-2025-2903,3691572009950885,QK939296,1995-09-20,0
Mira Hidayat,EMP-2025-5855,3424571712889272,AW0127189,1988-12-17,1
Budi Fitriani,EMP-2025-0719,7644051202004629,CLE459753,2000-02-12,0
Sari Sari,EMP-2025-3543,3307021701964717,UAR039845,1996-01-17,0
Galih Anggraini,EMP-2025-5519,7539812503693628,YJ9630304,1969-03-25,
Ika Rahayu,EMP-2025-7021,3283030207969359,BK406242,1996-07-02,0
Ahmad Sari,EMP-2025-6144,3573370205889520,AK381326,1988-05-02,1
Vina Dewi,EMP-2025-3009,3549411409832131,CNE665722,1983-09-14,0
Andi Gunawan,EMP-2025-0653,3302950609639361,VBG52190,1963-09-06,0
Candra Nurhaliza,EMP-2025-7480,3479012901865481,TZO35117,1986-01-29,0
Ika Santoso,EMP-2025-2936,7306301605826867,XD312986,1982-05-16,1
Indra Anggraini,EMP-2025-9024,3312451105753698,EL0771397,1975-05-11,1
Fajar Kusuma,EMP-2025-1744,3288471604697107,NF357854,1969-04-16,
Lina Lestari,EMP-2025-0825,3349720603070729,XMT096194,2007-03-06,
Ika Hermawan,EMP-2025-8420,3643401008651573,ET0122199,1965-08-10,0
Ika Saputri,EMP-2025-7984,3233121409854567,RTY099577,1985-09-14,
Citra Susanto,EMP-2025-4539,3217051906790831,FD481827,1979-06-19,0
Mira Wijaya,EMP-2025-6671,7512542911900771,KAZ372843,1990-11-29,
Hadi Budiman,EMP-2025-2653,7529171003670376,KW4368175,1967-03-10,0
Bayu Kurniawan,EMP-2025-6343,3632952607851096,EOU940048,1985-07-26,1
Citra Gunawan,EMP-2025-6456,7497061103953832,CN305773,1995-03-11,1
Hadi Sari,EMP-2025-3090,7326881304889907,OI634111,1988-04-13,1
Bayu Utomo,EMP-2025-5629,3433280609972252,GDR549967,1997-09-06,
Yani Hermawan,EMP-2025-9354,3593402905689844,GFI879249,1968-05-29,0
Rina Handayani,EMP-2025-4272,6169312812804023,YA0736409,1980-12-28,1
Putri Maharani,EMP-2025-5421,7389732811848182,KSS79931,1984-11-28,1
Ahmad Anggraini,EMP-2025-9743,7661352801966336,ZBF11206,1996-01-28,1
Erna Dewi,EMP-2025-3038,7640660109685599,PIY38182,1968-09-01,1
Tono Nugroho,EMP-2025-6305,3431481806714354,YH652898,1971-06-18,1
Kiki Utomo,EMP-2025-9283,3628922810657419,FUF067453,1965-10-28,0
Rina Dewi,EMP-2025-9126,3348941911001514,IFV71854,2000-11-19,
Andi Hermawan,EMP-2025-2681,7407150306053179,RK882445,2005-06-03,1
Yani Simatupang,EMP-2025-1827,7325252110020056,XQB88909,2002-10-21,
Nita Nurhaliza,EMP-2025-2491,7585062901640415,WED14814,1964-01-29,0
Budi Suryanto,EMP-2025-8669,7689160305806521,ME1163171,1980-05-03,
Dian Rahman,EMP-2025-5636,3474931704044033,SZ886911,2004-04-17,
Fajar Setiawan,EMP-2025-4708,7625671406760024,WRV722459,1976-06-14,0
Wati Pertiwi,EMP-2025-3071,3271592511648380,PUD810013,1964-11-25,
Nia Budiman,EMP-2025-8078,3572872203771469,XTN74371,1977-03-22,0
Andi Pratama,EMP-2025-1739,3419210306060277,GEO766819,2006-06-03,1
Andi Hermawan,EMP-2025-0808,3480440210796089,GXU82810,1979-10-02,1
Sari Hermawan,EMP-2025-3754,3614311905617956,UQI807165,1961-05-19,1
Yani Sari,EMP-2025-6327,3574931904035987,IH035796,2003-04-19,1
Lina Pratama,EMP-2025-7017,3610100807915406,AYC52353,1991-07-08,1
Candra Susanto,EMP-2025-7121,3218032707832765,RB070395,1983-07-27,
Zaki Hermawan,EMP-2025-0596,7360691507016652,FEM27914,2001-07-15,0
Budi Budiman,EMP-2025-6888,7444901106038925,GQF26633,2003-06-11,
Erna Lestari,EMP-2025-2372,7682431102773821,EP874395,1977-02-11,1
Fitri Maharani,EMP-2025-2299,7401921804650020,ZMH42443,1965-04-18,0
Omar Kusuma,EMP-2025-5417,7345550511634210,AG640795,1963-11-05,1
Bayu Hermawan,EMP-2025-9328,7411151012922251,FFS71311,1992-12-10,0
Sari Saputri,EMP-2025-4752,7339310511675145,PJH29789,1967-11-05,0
Rina Susanto,EMP-2025-1988,3691331305675003,OPG892525,1967-05-13,1
Indra Anggraini,EMP-2025-3679,3603680903762394,PN6499657,1976-03-09,1
Sari Pertiwi,EMP-2025-9356,3332211002700131,DRC74383,1970-02-10,
Lestari Pratama,EMP-2025-2162,7348442003039595,AA243916,2003-03-20,0
Fajar Budiman,EMP-2025-1881,3495462005702235,TL855156,1970-05-20,0
Nia Nurhaliza,EMP-2025-4278,7556112905801127,OES30253,1980-05-29,0
Hana Saputri,EMP-2025-4075,3553212812720549,IH460245,1972-12-28,
Qori Wati,EMP-2025-5142,7370043009639047,OH1806480,1963-09-30,0
Kiki Wati,EMP-2025-3742,3627412201662543,YEV43438,1966-01-22,0
Hadi Hermawan,EMP-2025-2234,3467201510810153,DK2822240,1981-10-15,1
Lina Fitriani,EMP-2025-2327,7447022601006994,PJV802309,2000-01-26,0
Budi Sari,EMP-2025-2796,7672992812837990,AH0549787,1983-12-28,1
Fajar Pertiwi,EMP-2025-0854,3421851009724796,BVS65798,1972-09-10,
Joko Simatupang,EMP-2025-9843,7442341312971735,YB628474,1997-12-13,
Maya Gunawan,EMP-2025-0658,3324202303899811,KTH97122,1989-03-23,
Eko Gunawan,EMP-2025-1409,3324132306721386,DL2364966,1972-06-23,0
Lina Kusuma,EMP-2025-9802,7438891901643696,JP613874,1964-01-19,0
Zaki Dewi,EMP-2025-3610,7450962608834093,EAW133385,1983-08-26,0
Vina Santoso,EMP-2025-3204,3595951312608841,ZH883845,1960-12-13,1
Nia Kusuma,EMP-2025-8315,7403222809616131,BTI46936,1961-09-28,
Joko Lestari,EMP-2025-7412,6154301011843031,MUE50035,1984-11-10,
Mira Setiawan,EMP-2025-2584,3404842811939384,PD997213,1993-11-28,0
Vina Wijaya,EMP-2025-2824,7332602408746695,RYB06606,1974-08-24,0
Eko Handayani,EMP-2025-0663,3593142810808820,HN7180808,1980-10-28,
Kurnia Saputra,EMP-2025-8820,3666850312706103,WO920713,1970-12-03,0
Zaki Pertiwi,EMP-2025-0698,7340401810720016,EYX45233,1972-10-18,1
Tono Rahayu,EMP-2025-9762,3652961209881946,SFR674101,1988-09-12,0
Rina Anggraini,EMP-2025-3555,3237210507838715,HM0848469,1983-07-05,
Maya Saputri,EMP-2025-3264,7513840104758417,TA8406100,1975-04-01,0
Bayu Kurniawan,EMP-2025-1579,7544250605963090,IB2885036,1996-05-06,
Hana Suryanto,EMP-2025-7391,3485730206660978,NLV98158,1966-06-02,1
Gina Santoso,EMP-2025-8285,3528621705971365,QWZ14259,1997-05-17,0
Budi Setiawan,EMP-2025-3296,3520851303062570,SD3177047,2006-03-13,1
Hadi Gunawan,EMP-2025-6066,7450131709646923,AX8820169,1964-09-17,
Yani Rahayu,EMP-2025-8737,3346762805989496,OH169813,1998-05-28,1
Candra Pertiwi,EMP-2025-9417,7550982102765799,DL658136,1976-02-21,
Galih Santoso,EMP-2025-9492,3298571607872237,LQ7459046,1987-07-16,
Tono Wijaya,EMP-2025-8160,3271770311015030,ORW40588,2001-11-03,1
Prima Wulandari,EMP-2025-5626,7432370712018504,KP9250206,2001-12-07,1
Qori Handayani,EMP-2025-2688,3242220506710515,DLK59052,1971-06-05,
Gina Saputra,EMP-2025-8842,3399291111609115,WU465254,1960-11-11,1
Nia Santoso,EMP-2025-6072,7331022003747325,BF774585,1974-03-20,1
Budi Pertiwi,EMP-2025-3139,7338132703849263,ZRX45547,1984-03-27,0
Ika Suryanto,EMP-2025-0512,7561213012970573,QF812939,1997-12-30,
Fajar Utomo,EMP-2025-6914,3251620206855619,VJH371335,1985-06-02,1
Uci Handayani,EMP-2025-2047,7399230605772963,IF404435,1977-05-06,
Nita Pratama,EMP-2025-1580,3577563101902798,NI892721,1990-01-31,0
Omar Handayani,EMP-2025-1114,3551172505771498,GUD44267,1977-05-25,
Yani Suryanto,EMP-2025-5321,6192872008899080,ER6373493,1989-08-20,0
Tono Gunawan,EMP-2025-0773,7409081612900856,ICL22327,1990-12-16,
Jihan Santoso,EMP-2025-9513,3615600207715840,SZL29234,1971-07-02,0
Lina Purnomo,EMP-2025-1363,3516680805806903,RG4045190,1980-05-08,
Hana Pratama,EMP-2025-7124,7426022805869091,IB1648232,1986-05-28,0
Eko Nurhaliza,EMP-2025-7838,7573141010926961,HW047953,1992-10-10,0
Jihan Susanto,EMP-2025-7046,3551181311836162,ZIP615545,1983-11-13,0
Omar Saputri,EMP-2025-9740,6121130906688853,RHH37556,1968-06-09,1
Mira Gunawan,EMP-2025-6078,7648571702769193,ISJ978014,1976-02-17,
Qori Fitriani,EMP-2025-4903,7578851506672256,QX849759,1967-06-15,1
Fitri Anggraini,EMP-2025-2620,3335272612988133,ZCE625781,1998-12-26,0
Mira Wati,EMP-2025-5515,7663692212674508,XA8453189,1967-12-22,0
Putri Lestari,EMP-2025-8823,6112812611888268,TM7616071,1988-11-26,
Hana Rahayu,EMP-2025-7772,3302320202729397,DWJ700587,1972-02-02,0
Dian Sari,EMP-2025-4905,3237421504662223,SF9975271,1966-04-15,0
Yani Pertiwi,EMP-2025-4020,6166931410969312,JU7659984,1996-10-14,1
Omar Pratama,EMP-2025-6322,7486321107685478,GME71329,1968-07-11,
Qori Hidayat,EMP-2025-2978,3466311302037966,AEP43210,2003-02-13,0
Jihan Santoso,EMP-2025-5298,7310052203707567,IW429906,1970-03-22,0
Uci Lestari,EMP-2025-7973,7428020307842339,FDW222172,1984-07-03,0
Rina Dewi,EMP-2025-8115,3274530411646855,GTX515895,1964-11-04,1
Zaki Kurniawan,EMP-2025-8809,6115910202825385,DML098997,1982-02-02,1
Fajar Gunawan,EMP-2025-8256,3226400207799678,NF479224,1979-07-02,0
Citra Fitriani,EMP-2025-0205,3613302807619914,YJ911121,1961-07-28,1
Rina Wijaya,EMP-2025-0571,3384220809811393,LDG00668,1981-09-08,
Mira Saputri,EMP-2025-9025,3521351302943936,BM061754,1994-02-13,
Nia Kusuma,EMP-2025-9410,7561201410954191,FEC87108,1995-10-14,1
Joko Nugroho,EMP-2025-3153,3314691206650581,JLR005460,1965-06-12,0
Gina Purnomo,EMP-2025-6785,3277431001826405,BJ950460,1982-01-10,0
Fajar Susanto,EMP-2025-7560,3443730212610426,PC6102857,1961-12-02,0
Eko Purnomo,EMP-2025-0409,7364192006771966,IXU79118,1977-06-20,0
Fitri Utomo,EMP-2025-2371,7433401410826670,TH1160325,1982-10-14,
Nita Kurniawan,EMP-2025-7774,3275350903887309,JA4632146,1988-03-09,1
Fitri Kusuma,EMP-2025-5652,7504873010724430,PJJ151959,1972-10-30,1
Rina Nurhaliza,EMP-2025-8780,7552970706869940,GOU14995,1986-06-07,1
Indra Fitriani,EMP-2025-9134,3604660707817182,ZC4650305,1981-07-07,0
Bayu Simatupang,EMP-2025-5342,7378941404723234,HG290129,1972-04-14,1
Kurnia Wulandari,EMP-2025-1081,7324190809612756,FS8338700,1961-09-08,1
Prima Utomo,EMP-2025-3921,3538963012967430,PA1170983,1996-12-30,0
Kurnia Maharani,EMP-2025-9536,3488642411787484,TQK39998,1978-11-24,1
Fitri Hermawan,EMP-2025-0378,3650321706640831,RGD724950,1964-06-17,
Nia Simatupang,EMP-2025-8213,7583482401845403,TZ106860,1984-01-24,0
Ika Hidayat,EMP-2025-5270,3653530407637316,YPG84100,1963-07-04,
Eko Purnomo,EMP-2025-2494,3218911201698307,QN918155,1969-01-12,1
Ika Saputra,EMP-2025-3157,6118602003815874,IYF02107,1981-03-20,
Nita Kusuma,EMP-2025-1138,6114712903716860,UZ528380,1971-03-29,0
Lestari Saputri,EMP-2025-1397,3234551506970386,ON008929,1997-06-15,
Qori Nurhaliza,EMP-2025-0482,7309450711682050,YSA43977,1968-11-07,1
Nia Budiman,EMP-2025-7206,3240840410762365,ZWH102377,1976-10-04,
Andi Gunawan,EMP-2025-5730,3663200402843849,CZN977149,1984-02-04,0
Rina Lestari,EMP-2025-6557,7551542907955753,WH9649848,1995-07-29,
Ika Rahman,EMP-2025-9473,3661601501682616,QJ4983599,1968-01-15,1
Wati Hidayat,EMP-2025-6870,3627401708655034,OYD74273,1965-08-17,
Candra Rahman,EMP-2025-1441,3403521208854638,CS750128,1985-08-12,1
Wati Dewi,EMP-2025-8237,3544871008868200,SN540427,1986-08-10,0
Candra Santoso,EMP-2025-6080,3306242712682638,FTC207069,1968-12-27,0
Rina Pratama,EMP-2025-0867,7419132102066309,FB1486900,2006-02-21,0
Joko Nugroho,EMP-2025-1753,3539611704713944,TPM07878,1971-04-17,1
Vina Rahman,EMP-2025-1615,7697070105064234,VQV89609,2006-05-01,1
Erna Wijaya,EMP-2025-7743,7522911107710371,OR501477,1971-07-11,1
Dian Susanto,EMP-2025-7701,3355043009061820,DF241132,2006-09-30,1
Sari Wati,EMP-2025-8963,7514012302774699,RS749012,1977-02-23,0
Wati Sari,EMP-2025-6402,3551241705751992,UJ582608,1975-05-17,1
Yani Pratama,EMP-2025-5975,7689161611829472,CB8883092,1982-11-16,
Nita Lestari,EMP-2025-3472,7599341011744622,QW2852097,1974-11-10,0
Omar Dewi,EMP-2025-1654,3241300701652415,XJS64728,1965-01-07,1
Candra Dewi,EMP-2025-0052,3540711412681532,ADT47158,1968-12-14,0
Hana Wijaya,EMP-2025-1822,6161321701915259,OB930235,1991-01-17,1
Candra Nugroho,EMP-2025-9807,6134200108940748,ETA74797,1994-08-01,1
Oki Purnomo,EMP-2025-7235,7419051012921060,AF132656,1992-12-10,
Zaki Pratama,EMP-2025-5029,3228132306045211,NU203876,2004-06-23,0
Zaki Hermawan,EMP-2025-8653,7623430702846463,ZXE94414,1984-02-07,0
Budi Lestari,EMP-2025-3412,3462090605795543,MRJ257864,1979-05-06,1
Maya Anggraini,EMP-2025-0943,7567511410812890,UUG76961,1981-10-14,1
Wati Hidayat,EMP-2025-0145,3342771702017030,ERI04547,2001-02-17,0
Lina Budiman,EMP-2025-8634,7310761804633953,DEF71717,1963-04-18,
Yani Wijaya,EMP-2025-7616,3462141305701229,QMP11718,1970-05-13,1
Lestari Lestari,EMP-2025-6141,3671520909810531,YV2810149,1981-09-09,
Maya Gunawan,EMP-2025-4402,3213351005776513,VBO487980,1977-05-10,0
Kiki Anggraini,EMP-2025-9557,6188020810634772,FK193218,1963-10-08,1
Gina Rahayu,EMP-2025-3643,7456311704618847,TT213785,1961-04-17,
Candra Pratama,EMP-2025-7570,3595782712802085,ZM1582627,1980-12-27,0
Dian Saputri,EMP-2025-5426,7392540106016474,LE324663,2001-06-01,0
Kiki Suryanto,EMP-2025-6860,7570560711870046,ZTW156958,1987-11-07,0
Putri Handayani,EMP-2025-4904,3424991610676086,QH5119219,1967-10-16,0
Kurnia Lestari,EMP-2025-0973,3220481807905637,QS276085,1990-07-18,
Oki Wijaya,EMP-2025-3158,3689271003784024,HG5180579,1978-03-10,0
Galih Setiawan,EMP-2025-9500,3697350612682650,LI386101,1968-12-06,0
Gina Anggraini,EMP-2025-6090,3362591407889634,EXJ65939,1988-07-14,0
Andi Hidayat,EMP-2025-1637,3451582008673754,JSD82365,1967-08-20,1
